tag,near_synonyms
kv-1,tank
kyuubi,"kitsune, multiple_tails"
l85,"assault_rifle, bullpup"
la_sangre_de_sancho_(e.g.o),e.g.o_(project_moon)
lab_coat,"coat, closed_lab_coat, naked_lab_coat"
lace,"lace_trim, lace_arm_warmers, lace_border, lace_bra, lace_choker, lace_gloves, lace_lappet, lace_panties, lace_pantyhose, lace_sleeves, lace_thighhighs"
lace-trimmed_apron,"apron, lace_trim"
lace-trimmed_arm_warmers,"arm_warmers, lace_trim"
lace-trimmed_babydoll,lace_trim
lace-trimmed_bikini,"bikini, lace_trim"
lace-trimmed_boots,lace_trim
lace-trimmed_bow,"bow, lace_trim"
lace-trimmed_bra,"bra, lace_trim"
lace-trimmed_bustier,"bustier, lace_trim"
lace-trimmed_camisole,lace_trim
lace-trimmed_capelet,"capelet, lace_trim"
lace-trimmed_choker,"choker, lace_trim"
lace-trimmed_coat,lace_trim
lace-trimmed_collar,"collar, lace_trim"
lace-trimmed_dress,"dress, lace_trim"
lace-trimmed_garter_belt,"belt, garter_belt, lace_trim"
lace-trimmed_gloves,"gloves, lace_trim"
lace-trimmed_hairband,"hairband, lace_trim"
lace-trimmed_kimono,"kimono, lace_trim"
lace-trimmed_leotard,lace_trim
lace-trimmed_panties,"panties, lace_trim"
lace-trimmed_ribbon,"lace_trim, ribbon"
lace-trimmed_shirt,"shirt, lace_trim"
lace-trimmed_shorts,lace_trim
lace-trimmed_skirt,"skirt, lace_trim"
lace-trimmed_swimsuit,"lace_trim, swimsuit"
lace-trimmed_thighhighs,"thighhighs, lace_trim"
lace-trimmed_tube_top,"lace_trim, tube_top"
lace-trimmed_veil,lace_trim
lace-trimmed_wrist_cuffs,"lace_trim, wrist_cuffs"
lace_arm_warmers,"arm_warmers, lace"
lace_border,"lace, ornate_border"
lace_bra,"bra, lace"
lace_choker,"choker, lace"
lace_gloves,"gloves, lace"
lace_lappet,"lace, lappet"
lace_panties,"panties, lace"
lace_pantyhose,"pantyhose, lace"
lace_thighhighs,"thighhighs, lace"
lace_trim,"lace, lace-trimmed_apron, lace-trimmed_bikini, lace-trimmed_bow, lace-trimmed_bra, lace-trimmed_choker, lace-trimmed_collar, lace-trimmed_dress, lace-trimmed_gloves, lace-trimmed_hairband, lace-trimmed_headwear, lace-trimmed_panties, lace-trimmed_shirt, lace-trimmed_skirt, lace-trimmed_sleeves, lace-trimmed_thighhighs"
lactation,"projectile_lactation, lactating_into_container, lactation_through_clothes"
lactation_through_clothes,"through_clothes, lactation"
ladder,"holding_ladder, stepladder"
laetitia_(e.g.o),e.g.o_(project_moon)
lamb,"baby_animal, sheep"
lamborghini_countach,lamborghini_countach_lpi_800-4
lamp,"desk_lamp, floor_lamp"
lamp_(e.g.o),e.g.o_(project_moon)
lamprey,fish
land_of_illusion_(e.g.o),e.g.o_(project_moon)
lantern,"holding_lantern, paper_lantern, wooden_lantern"
lantern_earrings,earrings
lanyard,unworn_lanyard
lapels,"contrast_lapels, notched_lapels, peaked_lapels, plaid_lapels, shawl_lapels"
laptop,"computer, holding_laptop"
large_syringe,"oversized_object, syringe"
laser,laser_pointer_projection
lasso_(e.g.o),e.g.o_(project_moon)
latex,"latex_shrug, latex_bikini, latex_bodysuit, latex_boots, latex_bra, latex_corset, latex_dress, latex_gloves, latex_legwear, latex_leotard, latex_panties, latex_pants, latex_shorts, latex_skirt, latex_thighhighs"
latex_bikini,"bikini, latex"
latex_bodysuit,"bodysuit, latex"
latex_boots,"boots, latex"
latex_bra,"bra, latex"
latex_corset,"corset, latex"
latex_dress,"dress, latex"
latex_gloves,"gloves, latex"
latex_jacket,latex
latex_leotard,"leotard, latex"
latex_panties,"latex, panties"
latex_pants,"pants, latex"
latex_shirt,latex
latex_shorts,"latex, shorts"
latex_shrug,"latex, shrug_(clothing)"
latex_skirt,"latex, skirt"
latex_sleeves,latex
latex_thighhighs,"thighhighs, latex"
lavacrum_sanguinis_(e.g.o),e.g.o_(project_moon)
lavender_(flower),flower
lavender_town,town
layered_swimsuit,swimsuit
leaden_ball,poke_ball
leaf,"autumn_leaves, falling_leaves, fig_leaf, ginkgo_leaf, holding_leaf, leaf_background, leaf_censor, leaf_on_head, maple_leaf"
leaf_bikini,bikini
leaf_on_head,"on_head, leaf"
leaf_print,maple_leaf_print
leaf_tattoo,tattoo
leaning_on_ball,"leaning, on_ball"
leash,"chain_leash, holding_leash, leash_pull, viewer_holding_leash, viewer_on_leash"
leather,"leather_boots, leather_choker, leather_gloves, leather_jacket, leather_pants, leather_skirt, leather_vest"
leather_boots,"boots, leather"
leather_choker,"choker, leather"
leather_gloves,"gloves, leather"
leather_jacket,"jacket, leather"
leather_pants,"pants, leather"
leather_skirt,"skirt, leather"
leather_vest,"leather, vest"
lebel_model_1886,"bolt_action, rifle"
lee-enfield,"bolt_action, rifle"
leg_cutout,clothing_cutout
leg_hair,"sparse_leg_hair, thick_leg_hair"
leg_lock,"reverse_leg_lock, standing_leg_lock"
leg_warmers,"striped_leg_warmers, black_leg_warmers, blue_leg_warmers, brown_leg_warmers, frilled_leg_warmers, fur-trimmed_leg_warmers, fur_leg_warmers, green_leg_warmers, grey_leg_warmers, pink_leg_warmers, plaid_leg_warmers, purple_leg_warmers, red_leg_warmers, white_leg_warmers, yellow_leg_warmers"
leg_wings,wings
legerdemain_(e.g.o),e.g.o_(project_moon)
leggings,"detached_leggings, striped_leggings, torn_leggings, leggings_under_shorts, aqua_leggings, black_leggings, blue_leggings, brown_leggings, green_leggings, grey_leggings, multicolored_leggings, orange_leggings, pink_leggings, purple_leggings, red_leggings, white_leggings, yellow_leggings"
leggings_under_shorts,"shorts, leggings"
legs,"arms_between_legs, bare_legs, bird_legs, bound_legs, cum_on_legs, extra_legs, hand_between_own_legs, hands_on_own_legs, hanging_legs, legs_apart, legs_bound_apart, legs_folded, legs_together, long_legs, m_legs, mechanical_legs, multiple_legs, outstretched_legs, pov_legs, slim_legs, tail_between_legs, v_legs, view_between_legs, wide_spread_legs"
legwear_garter,"single_legwear_garter, o-ring_legwear_garter"
lemon,"fruit, lemon_slice"
leopard_2,tank
leopard_ears,"snow_leopard_ears, animal_ears"
leopard_girl,snow_leopard_girl
leopard_pelt,"pelt, snow_leopard_pelt"
leopard_print,"animal_print, leopard_print_bikini, leopard_print_bra, leopard_print_panties"
leopard_print_bikini,"bikini, print_bikini, leopard_print"
leopard_print_bra,"bra, print_bra, leopard_print"
leopard_print_panties,"panties, print_panties, leopard_print"
leotard,"bodysuit, adjusting_leotard, armored_leotard, athletic_leotard, backless_leotard, collared_leotard, frilled_leotard, fur-trimmed_leotard, halter_leotard, heattech_leotard, highleg_leotard, hooded_leotard, impossible_leotard, latex_leotard, leotard_peek, off-shoulder_leotard, print_leotard, ribbed_leotard, see-through_leotard, side-tie_leotard, sleeved_leotard, strapless_leotard, striped_leotard, taut_leotard, thong_leotard, torn_leotard, turtleneck_leotard, zipper_leotard, leotard_aside, leotard_pull, leotard_under_clothes"
leotard_aside,"clothing_aside, leotard"
let's_draw_handsome_boys_challenge,multiple_drawing_challenge
let's_draw_pretty_boys_challenge,multiple_drawing_challenge
let's_draw_villain_faces,multiple_drawing_challenge
level_ball,poke_ball
lever_action,"gun, mare's_leg"
lgbt_pride,pride_month
liberian_flag_bikini,flag_print_bikini
library,voile
licking,"licking_another's_face, licking_another's_neck, licking_armpit, licking_breast, licking_cum, licking_ear, licking_finger, licking_foot, licking_hand, licking_navel, licking_nipple, licking_penis, licking_stomach, licking_testicle, licking_weapon"
licking_another's_face,"licking, licking_another's_cheek, licking_another's_lips"
licking_dildo,"dildo, licking, simulated_fellatio"
licking_eye,licking
licking_finger,"licking, licking_another's_finger, licking_own_finger"
licking_floor,licking
licking_foot,"licking, mutual_foot_licking"
licking_leg,licking
licking_nipple,"licking, nipple_stimulation"
licking_panties,"licking, panties"
licking_penis,"fellatio, licking, penis"
licking_tentacle,"licking, tentacles"
licking_testicle,"licking, oral, testicles"
licking_weapon,"licking, weapon, licking_blade"
liechi_berry,berry_(pokemon)
life_for_a_daredevil_(e.g.o),e.g.o_(project_moon)
lifebuoy,"lifebuoy_anklet, swim_ring"
lifebuoy_anklet,"anklet, lifebuoy"
lifetime_stew_(e.g.o),e.g.o_(project_moon)
light_blush,blush
light_box,box
light_bulb,spoken_light_bulb
light_bulb_earrings,bulb_earrings
light_frown,frown
light_gun,gun
light_hawk_wings,"wings, hawk_wings"
light_machine_gun,"machine_gun, bren_lmg, dp-27, imi_negev, lewis_gun, m1918_bar, m249_saw, rpd_(machine_gun), rpk, rpk-16, rpk-74, type_99_lmg"
light_nipples,nipples
light_rays,"moonbeam, sunbeam"
light_ring,ring
light_smile,smile
light_switch,switch
light_tank,tank
light_wire,wire
lighter,"holding_lighter, zippo_lighter"
lightning_bolt_earrings,"earrings, lightning_bolt_symbol"
lightning_bolt_facial_mark,"facial_mark, lightning_bolt_symbol"
lightning_bolt_hair_ornament,"hair_ornament, lightning_bolt_symbol"
lightning_bolt_necklace,"lightning_bolt_symbol, necklace"
lightning_bolt_symbol,"lightning_bolt_earrings, lightning_bolt_facial_mark, lightning_bolt_hair_ornament, lightning_bolt_necklace"
lightsaber,"energy_sword, blue_lightsaber, crossguard_lightsaber, darksaber, double_bladed_lightsaber, green_lightsaber, orange_lightsaber, pink_lightsaber, purple_lightsaber, red_lightsaber, white_lightsaber, yellow_lightsaber"
lilac,flower
lily_of_the_valley,flower
lily_print,floral_print
lime_(fruit),"fruit, lime_slice"
lime_blossoms,blossoms
lime_earrings,"food-themed_earrings, earrings"
lime_fire,fire
lime_hair_ornament,"food-themed_hair_ornament, hair_ornament"
lime_slice,"lime_(fruit), slice"
lingerie,"bridal_lingerie, cat_lingerie, underwear, teddy_(lingerie)"
linked_piercing,"piercing, ear_chain"
lion,"stuffed_lion, lion_dance, lion_mane, lion_cub"
lion_costume,animal_costume
lion_cub,"baby_animal, lion"
lion_dance,"lion, shishimai"
lip_piercing,"piercing, face_piercing, lip_ring"
lips,"puckered_lips, pursed_lips, shiny_lips, thick_lips"
lipstick,"smeared_lipstick, makeup"
lipstick_mark,"lipstick_mark_on_anus, lipstick_mark_on_arm, lipstick_mark_on_ass, lipstick_mark_on_breast, lipstick_mark_on_face, lipstick_mark_on_leg, lipstick_mark_on_neck, lipstick_mark_on_penis, lipstick_mark_on_pussy, lipstick_mark_on_shoulder, lipstick_mark_on_stomach, lipstick_mark_on_testicles, spoken_lipstick_mark"
lipstick_mark_on_penis,"penis, lipstick_mark"
lipstick_mark_on_stomach,"stomach, lipstick_mark"
lipstick_mark_on_testicles,"testicles, lipstick_mark"
lipstick_tube,"tube, cosmetics, holding_lipstick_tube"
loafers,"shoes, boots, sandals, sneakers, penny_loafers"
lock,"lock_earrings, padlock"
lock_earrings,"earrings, lock"
locker,locker_room
locomotive,"diesel_locomotive, electric_locomotive, steam_locomotive"
logo,"artist_logo, blu-ray_logo, copyright_logo, dvd_logo, nasa_logo"
loincloth,"loincloth_aside, loincloth_lift, see-through_loincloth, torn_loincloth"
loincloth_aside,"clothing_aside, loincloth"
loincloth_lift,"clothes_lift, loincloth"
lolita_fashion,"fashion, accurate_lolita_coord, classic_lolita, country_lolita, gothic_lolita, hime_lolita, jo_lolita, military_lolita, punk_lolita, qi_lolita, sweet_lolita, wa_lolita"
lollipop,"candy, holding_lollipop, lollipop_in_mouth, shaped_lollipop, swirl_lollipop"
lollipop_in_mouth,"food_in_mouth, lollipop"
long_belt,belt
long_coat,coat
long_dress,"dress, short_dress, hobble_dress, mermaid_dress"
long_hair,"absurdly_long_hair, low-tied_long_hair, very_long_hair"
long_mustache,"mustache, fu_manchu_(mustache), very_long_mustache"
long_single_sidelock,single_sidelock
long_sleeves,"short_sleeves, puffy_long_sleeves, short_over_long_sleeves, juliet_sleeves"
long_table,table
loose_panties,panties
loose_shirt,"shirt, loose_clothes"
lop_rabbit_ears,"rabbit_ears, floppy_ears"
lotion,sunscreen
low-braided_long_hair,"braid, low-tied_long_hair"
low-tied_long_hair,"long_hair, low-braided_long_hair"
lowleg,"lowleg_bikini, lowleg_panties, lowleg_pants, lowleg_pantyhose, lowleg_shorts, lowleg_skirt"
lowleg_bikini,"bikini, lowleg"
lowleg_panties,"panties, lowleg"
lowleg_pants,"pants, lowleg, bikini_jeans"
lowleg_pantyhose,"lowleg, pantyhose"
lowleg_shorts,"shorts, lowleg"
lowleg_skirt,"skirt, lowleg"
lucerne_hammer,polehammer
luchador_mask,mask
lure_ball,poke_ball
lute_(instrument),"instrument, biwa_lute"
luxury_(idolmaster),"leathered_queen_(idolmaster), powder_snow_whitey_(idolmaster)"
lying,"lying_on_ball, on_back, on_side, on_stomach"
lying_on_ball,"lying, on_ball"
lyre,"instrument, holding_lyre"
m16,"assault_rifle, m16a1, m16a2, m16a4"
m18_hellcat,tank
m1903_springfield,"bolt_action, rifle"
m1_abrams,tank
m1_carbine,rifle
m24_chaffee,tank
m26_pershing,tank
m392_marksman,"battle_rifle, bullpup"
m3_submachine_gun,submachine_gun
m4_sherman,"tank, m4a3e2_jumbo, m4a3e8, sherman_firefly"
m50_reising,submachine_gun
m6,handgun
m7,submachine_gun
m_legs,"legs, spread_legs"
ma5,"assault_rifle, bullpup"
macaron,food
macaw,"parrot, blue-and-yellow_macaw, hyacinth_macaw, red-and-green_macaw, scarlet_macaw"
mace,"weapon, flanged_mace, holding_mace, spiked_mace"
machine_gun,"gun, aek-999_barsuk, heavy_machine_gun, light_machine_gun, m240, m60_(machine_gun), maxim_gun, mg3, mg34, mg42, pk_machine_gun, pkm, pkp_pecheneg, sig_mg338"
maebari,"heart_maebari, ofuda_on_pussy"
magatama,"magatama_earrings, magatama_necklace, magatama_hair_ornament"
magatama_earrings,"earrings, magatama"
magatama_hair_ornament,"hair_ornament, magatama"
magatama_necklace,"necklace, magatama"
magazine_(weapon),"drum_magazine, holding_magazine_(weapon), magazine_ejection"
magazine_cover,"cover_page, fake_magazine_cover"
magic_bullet_(e.g.o),e.g.o_(project_moon)
magnet,refrigerator_magnet
mago_berry,berry_(pokemon)
magost_berry,berry_(pokemon)
magpul_fmg-9,submachine_gun
magpul_pdr,"bullpup, submachine_gun"
maid,"jersey_maid, male_maid, unconventional_maid, victorian_maid, wa_maid, mayqueen_maid_uniform, nohrian_maid_uniform, roswaal_mansion_maid_uniform, enmaided, mixed_maids, qi_maid"
maid_bikini,"bikini, unconventional_maid"
makarov_pm,handgun
makeup,"eyeliner, eyeshadow, gyaru_makeup, highlighter_(makeup), lipstick, mascara, rouge_(makeup), runny_makeup"
makizushi,"sushi, ehoumaki, kappamaki"
male_maid,"maid, crossdressing_(mtf)"
male_spitroast,spitroast
male_swimwear,"male_swimwear_challenge, black_male_swimwear, blue_male_swimwear, brown_male_swimwear, green_male_swimwear, grey_male_swimwear, jammers, legskin, orange_male_swimwear, print_male_swimwear, purple_male_swimwear, red_male_swimwear, swim_briefs, swim_trunks, white_male_swimwear, yellow_male_swimwear"
male_underwear,"underwear, male_underwear_peek, no_male_underwear, bikini_briefs, black_male_underwear, boxer_briefs, boxers, briefs, jockstrap, male_underwear_aside, male_underwear_pull, plaid_male_underwear, print_male_underwear, red_male_underwear, unworn_male_underwear, wet_male_underwear, white_male_underwear"
male_underwear_aside,"clothing_aside, male_underwear"
male_yandere,yandere
mallet,"holding_mallet, kine"
mamono_with_mamono,"lamia_with_lamia, merfolk_with_merfolk, taur_with_taur"
mandolin,instrument
mangekyou_sharingan,sharingan
mango,fruit
map,"europe_map, holding_map, map_background, route_map, subway_map, world_map"
mapo_tofu,food
maracas,"instrument, holding_maracas"
marble_(stone),"marble_floor, marble_sculpture"
marijuana,"drugs, joint_(drug)"
marimba,instrument
mark_between_eyes,facial_mark
mark_iv_tank,tank
mars_symbol,"interlocked_mars_and_venus_symbols, interlocked_mars_symbols, mars_symbol_earrings, mars_symbol_hair_ornament, mars_symbol_necklace, mars_symbol_tattoo, spoken_mars_symbol"
marshmallow,food
mas-36,"bolt_action, rifle"
mas-38,submachine_gun
mask,"bird_mask, blindfold_mask, broken_mask, cat_mask, character_mask, cracked_kawaii_mask, cracked_mask, diving_mask, domino_mask, eye_mask, fellatio_under_mask, fox_mask, gas_mask, half_mask, hockey_mask, horned_mask, ko-omote_mask, masquerade_mask, mouth_mask, ninja_mask, no_mask, noh_mask, oni_mask, oxygen_mask, plague_doctor_mask, rabbit_mask, see-through_mask, skull_mask, sleep_mask, surgical_mask, tengu_mask, unworn_mask, wrestling_mask, holding_mask, mask_around_neck, mask_on_head, respirator"
mask_on_head,"on_head, diving_mask_on_head, mask"
massage_chair,chair
massage_gun,massaging_device
masturbation,"autocunnilingus, autofellatio, autopaizuri, building_sex, female_masturbation, futanari_masturbation, male_masturbation, masturbation_through_clothes, pillow_humping, public_masturbation, stealth_masturbation, table_humping, tail_masturbation"
masturbation_through_clothes,"through_clothes, masturbation"
mat-49,submachine_gun
material_growth,oripathy_lesion_(arknights)
math,"calculus, geometry, trigonometry"
matilda_(tank),tank
maus_(tank),tank
mauser_98,"bolt_action, rifle"
mauser_hsc,handgun
maxim_gun,"machine_gun, mg08, pm1910, vickers_machine_gun"
mazda_mx-5,"mazda_mx-5_na, mazda_mx-5_nb, mazda_mx-5_nc, mazda_mx-5_nd"
mazda_rx-7,"mazda_rx-7_fb, mazda_rx-7_fc, mazda_rx-7_fd"
mcmillan_tac-50,"anti-materiel_rifle, bolt_action"
mdd_threesome,"futa_with_male, threesome"
measuring,"bust_measuring, waist_measuring"
meat,"food, boned_meat"
meatball,"food, spaghetti_and_meatballs"
mecha,"robot, externally_piloted_mecha, mecha_focus, super_robot, walker_(robot)"
mecha_pilot_suit,"suit, pilot, deva_battle_suit, drivesuit_(pacific_rim), fortified_suit, mall_link_suit, mobile_trace_suit, motion_slit, normal_suit_(gundam), parasite_suit_(darling_in_the_franxx), plugsuit_(evangelion), synergetic_suit"
mechanical_arms,single_mechanical_arm
mechanical_eyes,"mechanical_cyclops_eye, single_mechanical_eye"
mechanical_hands,single_mechanical_hand
mechanical_legs,"legs, single_mechanical_leg"
mechanical_spine,spine
medium_dress,dress
melon,"fruit, cantaloupe, honeydew_(fruit), melon_slice"
melon_hair_ornament,food-themed_hair_ornament
meme,neta
menstrual_blood,blood
menstrual_cramps,menstruation
merfolk,"kneeless_merfolk, merfolk_out_of_environment, merfolk_with_merfolk, mermaid, merman, unconventional_merfolk"
merfolk_with_merfolk,"mamono_with_mamono, merfolk"
merkava_(tank),tank
mermaid,"merfolk, monster_girl"
merman,"merfolk, monster_boy"
metal_mask,mask
mexican_flag_print,"flag_print, mexican_flag"
mfd_threesome,"futanari, threesome"
micro_uzi,submachine_gun
microdress,dress
microphone,"binaural_microphone, holding_microphone, lavalier_microphone, studio_microphone, vintage_microphone"
midriff,"midriff_peek, midriff_sarashi"
midriff_sarashi,"midriff, sarashi"
midriff_tattoo,tattoo
miko,"nontraditional_miko, japanese_clothes"
military,"amestris_military_uniform, anzio_military_uniform, bc_freedom_military_uniform, chi-hatan_military_uniform, griffin_&_kryuger_military_uniform, keizoku_military_uniform, kuromorimine_military_uniform, military_combat_uniform, military_dress_uniform, military_fatigues, military_operator, military_uniform, ooarai_military_uniform, paradis_military_uniform, pravda_military_uniform, saunders_military_uniform, selection_university_military_uniform, st._gloriana's_military_uniform, tsab_air_military_uniform, tsab_ground_military_uniform, japan_self-defense_force"
military_coat,coat
military_hat,"hat, dixie_cup_hat, kepi, m43_field_cap"
military_truck,"military_vehicle, truck"
military_uniform,"military, amestris_military_uniform, anzio_military_uniform, bc_freedom_military_uniform, chi-hatan_military_uniform, griffin_&_kryuger_military_uniform, keizoku_military_uniform, kuromorimine_military_uniform, ooarai_military_uniform, paradis_military_uniform, pravda_military_uniform, saunders_military_uniform, selection_university_military_uniform, st._gloriana's_military_uniform, tsab_air_military_uniform, tsab_ground_military_uniform, military_combat_uniform, military_dress_uniform, military_fatigues, naval_uniform"
military_vehicle,"attack_helicopter, bomber, fighter_jet, military_truck, propeller_fighter, self-propelled_artillery, tank, warship"
milk_bottle,"bottle, moomoo_milk"
milk_carton,"drink_carton, holding_milk_carton"
mimic,mimic_chest
mimosa_(flower),flower
mine_(weapon),"explosive, anti-tank_mine, claymore_(mine), goliath_tracked_mine, naval_mine"
minebea_pm-9,submachine_gun
minecraft_sword,sword
mini_hat,"hat, mini_chef_hat, mini_santa_hat, mini_shako_cap, mini_top_hat, mini_witch_hat"
mini_person,"holding_mini_person, miniboy, minigirl"
mini_santa_hat,"mini_hat, santa_hat"
mini_shako_cap,"mini_hat, shako_cap"
mini_uzi,submachine_gun
mirror,"broken_mirror, full-length_mirror, hand_mirror, holding_mirror, looking_at_mirror, traffic_mirror"
mirror_selfie,selfie
mismatched_footwear,"asymmetrical_footwear, mismatched_boots, mismatched_shoes"
mismatched_legwear,"asymmetrical_legwear, mismatched_socks, mismatched_thighhighs"
mismatched_shoes,"mismatched_footwear, shoes"
mismatched_socks,"socks, mismatched_legwear"
mismatched_thighhighs,"thighhighs, mismatched_legwear"
misplaced_genitals,"armpit_pussy, penis_head, penis_neck, penis_nipples, pussy_mouth"
missing_halo,"halo, intentionally_missing_halo"
mitre,hat
mitsudomoe_(shape),tomoe_(symbol)
mittens,"gloves, bondage_mittens, fur-trimmed_mittens, gauntlets, headwear_with_attached_mittens, black_mittens, blue_mittens, brown_mittens, green_mittens, grey_mittens, orange_mittens, pink_mittens, plaid_mittens, purple_mittens, red_mittens, single_mitten, unworn_mittens, white_mittens, yellow_mittens"
mixed-language_text,"bilingual_text, multilingual_text"
mk_14_ebr,rifle
mmd_threesome,"futa_with_male, threesome"
mmm_threesome,"threesome, yaoi"
mochi,"food, kashiwa_mochi_(food), mochi_trail, sakura_mochi"
mochi_hair_ornament,food-themed_hair_ornament
modeling,nude_modeling
mole,"no_mole, mole_under_eye, mole_under_mouth, mole_above_eye, mole_above_mouth, mole_on_arm, mole_on_armpit, mole_on_ass, mole_on_breast, mole_on_cheek, mole_on_collarbone, mole_on_neck, mole_on_pussy, mole_on_shoulder, mole_on_stomach, mole_on_thigh"
mole_on_ass,"ass, mole"
mole_on_back,mole
mole_on_breast,"breasts, mole, mole_on_areola"
mole_on_chest,mole
mole_on_collarbone,"collarbone, mole"
mole_on_crotch,mole
mole_on_ear,mole
mole_on_forehead,mole
mole_on_leg,mole
mole_on_nose,mole
mole_on_pussy,"pussy, mole"
mole_on_shoulder,"on_shoulder, mole"
mole_on_stomach,"stomach, mole"
mole_under_each_eye,"mole_under_eye, multiple_moles"
mole_under_eye,"mole, mole_under_each_eye"
money,"banknote, holding_money, tucked_money"
money-shaped_pupils,symbol-shaped_pupils
monitor,"curved_monitor, multiple_monitors, ultrawide_monitor, vertical_monitor"
monkey_costume,animal_costume
monkey_ears,animal_ears
monkey_mask,mask
monocle,opaque_monocle
monster,"duel_monster, giant_monster, plant_monster, monster_energy, monster_focus"
monster_boy,"harpy_boy, lamia_boy, merman, plant_boy, slime_boy"
monster_girl,"arachne, harpy, lamia, mermaid, plant_girl, scylla, slime_girl"
monster_truck,motor_vehicle
mont_blanc_(food),food
moon,"black_moon, blue_moon, broken_moon, crescent_moon, full_moon, gibbous_moon, green_moon, half_moon, huge_moon, moon_reflection, orange_moon, pink_moon, purple_moon, red_moon, yellow_moon"
moon_ball,poke_ball
moon_phases,moon_phases_over_eye
moon_reflection,"moon, reflection"
moon_tattoo,tattoo
moonbeam,"light_rays, moonlight"
moonlight,"dappled_moonlight, moonbeam"
moonlight_(e.g.o),e.g.o_(project_moon)
moorish_idol,fish
moose_ears,animal_ears
moose_tail,tail
moped,"motor_vehicle, on_moped"
morning_glory,flower
mortarboard,hat
mosin-nagant,"bolt_action, rifle"
mossberg_500,"pump_action, shotgun"
moth,"moth_antennae, bug"
moth_antennae,"moth, antennae"
mother_and_child,"parent_and_child, mother_and_daughter, mother_and_son"
mother_and_daughter,"mother_and_child, oyakodon_(sex)"
motion_lines,speed_lines
motor_vehicle,"armored_personnel_carrier, bus, car, half-track, humvee, military_jeep, moped, motorcycle, scooter, self-propelled_artillery, tank, three-wheeler, tractor, truck, van"
motorcycle,"motor_vehicle, chopper_(motorcycle), dirtbike, minibike, on_motorcycle, police_motorcycle"
motorhome,"motor_vehicle, recreational_vehicle"
mouse_costume,animal_costume
mouth_hold,"arrow_in_mouth, beak_hold, card_in_mouth, condom_in_mouth, eyewear_in_mouth, glove_in_mouth, hair_tie_in_mouth, necktie_in_mouth, panties_in_mouth, plectrum_in_mouth, ribbon_in_mouth, shirt_in_mouth, stalk_in_mouth, teeth_hold, toast_in_mouth"
mp-443_grach,handgun
mp18,submachine_gun
mp28,submachine_gun
mp38,submachine_gun
mp3_player,"digital_walkman, holding_mp3_player, ipod"
mp41,submachine_gun
mudra,"dhyana_mudra, karana_mudra, vajra_mudra, vitarka_mudra"
muffin,food
mug,"cup, beer_mug, coffee_mug, mug_writing, print_mug, tankard"
multi-strapped_bikini_top,bikini
multi-strapped_bra,bra
multicolor-tinted_eyewear,"tinted_eyewear, rainbow-tinted_eyewear"
multicolored_antlers,antlers
multicolored_apple,apple
multicolored_apron,apron
multicolored_arm_warmers,arm_warmers
multicolored_armband,armband
multicolored_armor,armor
multicolored_armpit_hair,armpit_hair
multicolored_ascot,ascot
multicolored_babydoll,babydoll
multicolored_bag,bag
multicolored_bandana,bandana
multicolored_bandeau,bandeau
multicolored_belt,belt
multicolored_bikini,"bikini, two-tone_bikini"
multicolored_bird,bird
multicolored_blood,blood
multicolored_bloomers,bloomers
multicolored_bodysuit,"bodysuit, two-tone_bodysuit"
multicolored_boots,"boots, two-tone_boots"
multicolored_border,border
multicolored_bow,"bow, multicolored_bowtie"
multicolored_bowtie,"bowtie, multicolored_bow"
multicolored_bra,bra
multicolored_bridal_gauntlets,bridal_gauntlets
multicolored_brooch,brooch
multicolored_buruma,buruma
multicolored_bustier,bustier
multicolored_butterfly,butterfly
multicolored_cape,cape
multicolored_capelet,capelet
multicolored_cardigan,cardigan
multicolored_cat,cat
multicolored_chain,chain
multicolored_choker,choker
multicolored_city,city
multicolored_claws,claws
multicolored_cloak,cloak
multicolored_coat,"coat, two-tone_coat"
multicolored_collar,collar
multicolored_corset,corset
multicolored_crop_top,crop_top
multicolored_crown,crown
multicolored_dress,dress
multicolored_eyeliner,eyeliner
multicolored_eyes,"gradient_eyes, rainbow_eyes, two-tone_eyes"
multicolored_eyeshadow,eyeshadow
multicolored_feathers,feathers
multicolored_fire,fire
multicolored_flower,"flower, multicolored_rose"
multicolored_gloves,"gloves, two-tone_gloves"
multicolored_hair,"colored_inner_hair, colored_tips, gradient_hair, rainbow_hair, roots_(hair), split-color_hair, streaked_hair, two-tone_hair"
multicolored_hair_bobbles,hair_bobbles
multicolored_hairband,"hairband, two-tone_hairband"
multicolored_halo,"halo, gradient_halo, rainbow_halo, two-tone_halo"
multicolored_hat,hat
multicolored_headband,headband
multicolored_headdress,headdress
multicolored_headscarf,headscarf
multicolored_helmet,helmet
multicolored_hood,hood
multicolored_hoodie,hoodie
multicolored_horns,"horns, gradient_horns, rainbow_horns, two-tone_horns"
multicolored_jacket,"jacket, two-tone_jacket"
multicolored_jeogori,jeogori
multicolored_jumpsuit,jumpsuit
multicolored_kimono,kimono
multicolored_kneehighs,kneehighs
multicolored_leg_warmers,leg_warmers
multicolored_leotard,"leotard, two-tone_leotard"
multicolored_lips,lips
multicolored_loincloth,loincloth
multicolored_male_swimwear,male_swimwear
multicolored_male_underwear,male_underwear
multicolored_mask,mask
multicolored_moon,moon
multicolored_nails,two-tone_nails
multicolored_neckerchief,neckerchief
multicolored_necktie,necktie
multicolored_negligee,negligee
multicolored_one-piece_swimsuit,one-piece_swimsuit
multicolored_orb,orb
multicolored_outline,outline
