tag,near_synonyms
strawberry_background,"fruit_background, strawberry"
strawberry_blossoms,flower
strawberry_print,"fruit_print, strawberry_print_bra, strawberry_print_panties"
strawberry_print_bra,"print_bra, strawberry_print"
strawberry_print_panties,"panties, print_panties, strawberry_print"
streaked_hair,"multicolored_hair, aqua_streaks, black_streaks, blonde_streaks, blue_streaks, brown_streaks, green_streaks, grey_streaks, orange_streaks, pink_streaks, purple_streaks, red_streaks, white_streaks"
streaming_tears,"crying, tears"
strength_(tarot),tarot
string,"holding_string, string_of_fate"
strip_game,"strip_mahjong, strip_poker"
strip_mahjong,"mahjong, strip_game"
striped_apron,"apron, striped_clothes, vertical-striped_apron"
striped_armband,"armband, striped_clothes"
striped_background,"diagonal-striped_background, vertical-striped_background"
striped_bike_shorts,"bike_shorts, striped_clothes"
striped_bikini,"bikini, striped_clothes, diagonal-striped_bikini, vertical-striped_bikini"
striped_bow,"bow, diagonal-striped_bow, striped_bowtie, vertical-striped_bow"
striped_bowtie,"bowtie, striped_bow, striped_clothes, diagonal-striped_bowtie"
striped_bra,"bra, striped_clothes, vertical-striped_bra"
striped_buruma,striped_clothes
striped_clothes,"diagonal-striped_clothes, striped_bikini, striped_bowtie, striped_dress, striped_jacket, striped_necktie, striped_panties, striped_pants, striped_pantyhose, striped_scarf, striped_shirt, striped_skirt, striped_socks, striped_thighhighs, vertical-striped_clothes"
striped_coat,"coat, vertical-striped_coat"
striped_dress,"dress, striped_clothes, vertical-striped_dress"
striped_footwear,"striped_clothes, vertical-striped_footwear"
striped_gloves,"gloves, striped_clothes, vertical-striped_gloves"
striped_hairband,"hairband, striped_clothes"
striped_headwear,"striped_clothes, vertical-striped_headwear"
striped_hiphighs,"hiphighs, striped_clothes, vertical-striped_hiphighs"
striped_hoodie,"hoodie, striped_clothes"
striped_jacket,"jacket, striped_clothes, vertical-striped_jacket"
striped_kimono,"kimono, striped_clothes, vertical-striped_kimono"
striped_leotard,"leotard, striped_clothes, vertical-striped_leotard"
striped_neckerchief,"neckerchief, diagonal-striped_neckerchief"
striped_necktie,"necktie, striped_clothes, diagonal-striped_necktie, horizontal-striped_necktie, vertical-striped_necktie"
striped_one-piece_swimsuit,"swimsuit, one-piece_swimsuit, striped_clothes, vertical-striped_one-piece_swimsuit"
striped_overalls,"overalls, striped_clothes"
striped_pajamas,"pajamas, striped_clothes, vertical-striped_pajamas"
striped_panties,"panties, striped_clothes, vertical-striped_panties"
striped_pants,"pants, striped_clothes, vertical-striped_pants"
striped_pantyhose,"pantyhose, striped_clothes, vertical-striped_pantyhose"
striped_sarong,"sarong, striped_clothes"
striped_scarf,"scarf, striped_clothes, vertical-striped_scarf"
striped_scrunchie,"scrunchie, striped_clothes"
striped_shirt,"shirt, striped_clothes, diagonal-striped_shirt, telnyashka, vertical-striped_shirt"
striped_shorts,"shorts, striped_clothes, vertical-striped_shorts"
striped_skirt,"skirt, striped_clothes, diagonal-striped_skirt, vertical-striped_skirt"
striped_socks,"socks, striped_clothes, vertical-striped_socks"
striped_sweater,"sweater, striped_clothes"
striped_thighhighs,"thighhighs, striped_clothes, vertical-striped_thighhighs"
striped_umbrella,umbrella
striped_vest,"vest, striped_clothes, vertical-striped_vest"
striped_wrist_cuffs,"striped_clothes, wrist_cuffs"
stubble,"beard_stubble, goatee_stubble, mustache_stubble, sideburns_stubble, sparse_stubble, facial_hair"
studded_armlet,"armlet, studs"
studded_belt,"belt, studs"
studded_bracelet,"bracelet, studs"
studded_choker,"choker, studs"
studded_collar,"collar, studs"
studded_gloves,"gloves, studs"
studded_hairband,"hairband, studs"
studded_jacket,"jacket, studs"
studded_thigh_strap,"studs, thigh_strap"
studs,"studded_armlet, studded_belt, studded_bracelet, studded_choker, studded_collar, studded_gloves, studded_hairband, studded_jacket, studded_thigh_strap"
stuffed_animal,"stuffed_toy, stuffed_bird, stuffed_cat, stuffed_dog, stuffed_dolphin, stuffed_fish, stuffed_frog, stuffed_lion, stuffed_octopus, stuffed_panda, stuffed_penguin, stuffed_rabbit, stuffed_shark, stuffed_sheep, stuffed_tiger, teddy_bear"
stuffed_anteater,stuffed_animal
stuffed_beetle,stuffed_animal
stuffed_bird,"bird, stuffed_animal"
stuffed_cat,"cat, stuffed_animal"
stuffed_cow,stuffed_animal
stuffed_crocodile,stuffed_animal
stuffed_dog,"dog, stuffed_animal"
stuffed_donkey,stuffed_animal
stuffed_dragon,stuffed_animal
stuffed_duck,stuffed_animal
stuffed_fish,"fish, stuffed_animal"
stuffed_frog,"frog, stuffed_animal"
stuffed_giraffe,stuffed_animal
stuffed_horse,stuffed_animal
stuffed_leopard,stuffed_animal
stuffed_lion,"lion, stuffed_animal"
stuffed_mouse,stuffed_animal
stuffed_octopus,"octopus, stuffed_animal"
stuffed_panda,"panda, stuffed_animal"
stuffed_penguin,"penguin, stuffed_animal"
stuffed_pig,stuffed_animal
stuffed_rabbit,"rabbit, stuffed_animal"
stuffed_reindeer,stuffed_animal
stuffed_shark,"shark, stuffed_animal, ikea_shark"
stuffed_sheep,"sheep, stuffed_animal"
stuffed_toy,"holding_stuffed_toy, stuffed_animal"
stug_iii,tank
style_parody,"parody, alphes_(style), multiple_style_parody"
submachine_gun,"gun, cs/ls06, fn_p90, h&k_mp5, h&k_mp5k, h&k_mp7, h&k_ump, kriss_vector, lanchester_smg, mac-10/11, mp40, ppsh-41, sig_mpx, suomi_kp/-31, thompson_submachine_gun, uzi"
submission_hold,wrestling
suit,"business_suit, diving_suit, flight_suit, fortified_suit, hazmat_suit, mecha_pilot_suit, mobile_suit, normal_suit_(gundam), pant_suit, pinstripe_suit, power_suit, power_suit_(metroid), racing_suit, skirt_suit, striped_suit, taimanin_suit, track_suit, varia_suit, vault_suit, zero_suit, black_suit, blue_suit, brown_suit, green_suit, grey_suit, pink_suit, purple_suit, red_suit, white_suit, yellow_suit"
suitcase,"holding_suitcase, rolling_suitcase"
sukajan,jacket
sukiyaki,food
sun_hair_ornament,hair_ornament
sun_tattoo,"tattoo, sun_symbol"
sunbeam,"light_rays, sunlight"
sunburst,"rising_sun_flag, sunburst_background"
sunflower,"flower, sunflower_field, sunflower_hair_ornament"
sunflower_field,"flower_field, sunflower"
sunflower_hair_ornament,"hair_ornament, hair_flower, sunflower"
sunglasses,"aviator_sunglasses, glasses, pixel_sunglasses, shutter_shades, sports_sunglasses"
sunlight,"dappled_sunlight, sunbeam"
super_nintendo,game_console
super_nintendo_controller,game_controller
super_saiyan,"super_saiyan_1, super_saiyan_2, super_saiyan_3, super_saiyan_4, super_saiyan_blue, legendary_super_saiyan, super_saiyan_god, super_saiyan_rose"
supermarine_seafire,supermarine_spitfire
suppressor,"dragunov_svu, h&k_mp5sd, vychlop_vks/vssk"
surfboard,"holding_surfboard, planted_surfboard"
surgical_scar,scar
surprise_hug,"hug, surprised"
surprise_kiss,"kiss, surprised"
surprised,"surprise_hug, surprise_kiss"
sushi,"food, gunkanmaki, inarizushi, makizushi, nigirizushi"
suspender_shorts,"shorts, suspenders"
suspender_skirt,"skirt, suspenders"
suspenders,"naked_suspenders, suspenders_gap, suspenders_hanging, suspenders_slip, suspender_shorts, suspender_skirt"
sv-98,"bolt_action, sniper_rifle"
svt-40,rifle
swallow_(bird),bird
swan,"bird, black_swan_(bird)"
swastika_tattoo,"swastika, tattoo"
sweat,"nervous_sweating, very_sweaty"
sweater,"cardigan, aran_sweater, argyle_sweater, christmas_sweater, collared_sweater, cropped_sweater, hooded_sweater, impossible_sweater, naked_sweater, off-shoulder_sweater, open-chest_sweater, print_sweater, ribbed_sweater, shirt_under_sweater, short-sleeved_sweater, sleeveless_sweater, striped_sweater, sweater_guard, sweater_tucked_in, sweater_tug, sweater_vest, torn_sweater, turtleneck_sweater, virgin_destroyer_sweater, virgin_killer_sweater, sweater_around_waist, sweater_dress, sweater_lift"
sweater_around_waist,"clothes_around_waist, sweater"
sweater_dress,"dress, sweater"
sweater_lift,"clothes_lift, sweater"
sweater_pull,"clothes_pull, sweater"
sweater_tug,"sweater, clothes_tug"
sweater_vest,"vest, sweater, argyle_sweater_vest, black_sweater_vest, blue_sweater_vest, brown_sweater_vest, checkered_sweater_vest, green_sweater_vest, grey_sweater_vest, orange_sweater_vest, pink_sweater_vest, plaid_sweater_vest, purple_sweater_vest, red_sweater_vest, torn_sweater_vest, white_sweater_vest, yellow_sweater_vest"
swedish_flag_print,"flag_print, swedish_flag"
sweet_potato,"food, roasted_sweet_potato"
sweets,food
swim_briefs,"briefs, male_swimwear"
swim_ring,"ring, holding_swim_ring, innertube, lifebuoy"
swimsuit,"adjusting_swimsuit, backless_swimsuit, bikini, casual_one-piece_swimsuit, competition_school_swimsuit, one-piece_swimsuit, competition_swimsuit, dress_swimsuit, frilled_one-piece_swimsuit, front_zipper_swimsuit_(realise), hand_under_swimsuit, highleg_one-piece_swimsuit, hololive_summer_2023_swimsuit, impossible_swimsuit, jacket_over_swimsuit, new_school_swimsuit, o-ring_one-piece_swimsuit, o-ring_slingshot_swimsuit, off-shoulder_one-piece_swimsuit, old_school_swimsuit, pantyhose_under_swimsuit, polka_dot_swimsuit, print_swimsuit, sailor_swimsuit_(idolmaster), school_swimsuit, school_swimsuit_flap, see-through_one-piece_swimsuit, shiny_swimsuit, side-tie_swimsuit, slingshot_swimsuit, strapless_one-piece_swimsuit, striped_one-piece_swimsuit, swimsuit_cover-up, taut_swimsuit, torn_swimsuit, tracen_swimsuit, trinity_general_school_swimsuit, unworn_swimsuit, wet_swimsuit, swimsuit_aside, swimsuit_under_clothes"
swimsuit_aside,"clothing_aside, swimsuit"
swimsuit_skirt,"skirt, swimsuit"
swimsuit_under_swimsuit,swimsuit
swiss_flag_bikini,flag_print_bikini
swivel_chair,"chair, gaming_chair, office_chair"
sword,"weapon, energy_sword, flaming_sword, greatsword, holding_sword, katana, multiple_swords, planted_sword, rapier, saber_(weapon), shinai, short_sword, sword_on_back, sword_over_shoulder, wakizashi, wooden_sword"
sword_between_breasts,"sword, weapon_between_breasts"
sword_on_back,"back, sword, weapon_on_back"
sword_over_shoulder,"over_shoulder, sword, weapon_over_shoulder"
symbol-shaped_pupils,"butterfly-shaped_pupils, clock_eyes, clover-shaped_pupils, cross-shaped_pupils, diamond-shaped_pupils, drop-shaped_pupils, flower-shaped_pupils, heart-shaped_pupils, lightning_bolt-shaped_pupils, paw-shaped_pupils, power_symbol-shaped_pupils, rabbit-shaped_pupils, star-shaped_pupils, triangle-shaped_pupils, x-shaped_pupils"
symbol_in_eye,"flower_in_eye, heart_in_eye, star_in_eye"
synthesizer,instrument
syrian_flag_bikini,flag_print_bikini
syringe,"holding_syringe, large_syringe"
syrup,"chocolate_syrup, maple_syrup, strawberry_syrup"
t-26,tank
t-34,"tank, t-34-85"
t-72,tank
t-90,tank
t65_assault_rifle,assault_rifle
t91_assault_rifle,assault_rifle
tabard,"aqua_tabard, black_tabard, blue_tabard, brown_tabard, frilled_tabard, green_tabard, grey_tabard, naked_tabard, orange_tabard, pink_tabard, purple_tabard, red_tabard, torn_tabard, white_tabard, yellow_tabard"
table,"billiard_table, casino_card_table, chabudai, coffee_table, folding_table, glass_table, kotatsu, mahjong_table, on_table, operating_table, poker_table, roulette_table, round_table, vanity_table, wooden_table"
table_humping,"crotch_rub, masturbation"
tablet_pc,"holding_tablet_pc, ipad, youkai_pad"
tactical_gloves,gloves
tactical_swimsuit,swimsuit
tadpole_tail,tail
tail,"absurdly_long_tail, alpaca_tail, anal_tail, animal_ears, cat_tail, fox_tail, bear_tail, bird_tail, cable_tail, cetacean_tail, chipmunk_tail, convenient_tail, cow_tail, crocodilian_tail, curled_tail, deer_tail, demon_tail, dinosaur_tail, dog_tail, dragon_tail, drawn_tail, eastern_dragon_tail, electric_plug_tail, expressive_tail, fake_tail, fiery_tail, fish_tail, flame-tipped_tail, fluffy_tail, forked_tail, fur-tipped_tail, ghost_tail, goat_tail, hand_on_own_tail, heart_tail, horse_tail, hyena_tail, jackal_tail, jaguar_tail, large_tail, leopard_tail, lifted_by_tail, lion_tail, lizard_tail, mechanical_tail, missing_tail, monkey_tail, mouse_tail, otter_tail, panther_tail, penguin_tail, pig_tail, pokemon_tail, prehensile_tail, rabbit_tail, raccoon_tail, scar_on_tail, scorpion_tail, segmented_tail, shark_tail, sharp_tail, sheep_tail, short_tail, snake_tail, snow_leopard_tail, spiked_tail, squirrel_tail, stiff_tail, striped_tail, tail_grab, tail_wagging, tail_wrap, tapir_tail, tentacle_tail, tiger_tail, very_long_tail, weasel_tail, whale_tail_(clothing), wolf_tail, multiple_tails, tail_ornament"
tail_anus,"anus, tail"
tail_bell,"bell, tail_ornament"
tail_between_legs,"legs, between_legs, tail"
tail_bow,"bow, tail_ornament"
tail_flower,"flower, tail_ornament"
tail_fondling,tail
tail_in_ass,tail_insertion
tail_masturbation,"masturbation, tail"
tail_ornament,"tail, tail_bell, tail_bow, tail_flower, tail_piercing, tail_ribbon, tail_ring"
tail_piercing,"piercing, tail_ornament"
tail_rape,tail
tail_ribbon,"ribbon, tail_ornament"
tail_ring,"ring, tail_ornament"
tail_through_clothes,"through_clothes, tail"
tail_wrap,"tail, tail_around_another's_leg"
tailjob,tail
takoyaki,food
takuan,food
tam_o'_shanter,hat
tamandua_ears,animal_ears
tambourine,"instrument, holding_tambourine"
tan,"bikini_tan, one-piece_tan, shorts_tan, tan_tattoo"
tan_tattoo,"tan, tattoo"
tank,"military_vehicle, motor_vehicle, bt-42, carro_veloce_cv-33, churchill_(tank), crusader_(tank), jagdpanzer_38(t), kv-2, m3_lee/grant, m4_sherman, panther_(tank), panzer_iv, t-34, tiger_i, tiger_ii, turretless_tank, type_89_i-gou"
tank_top,"crop_top, vest, print_tank_top, striped_tank_top, black_tank_top, blue_tank_top, brown_tank_top, green_tank_top, grey_tank_top, orange_tank_top, pink_tank_top, purple_tank_top, red_tank_top, see-through_tank_top, torn_tank_top, white_tank_top, yellow_tank_top"
tankini,bikini
tanlines,"accessory_tan, bikini_tan, double_tanline, farmer's_tan, one-piece_tan, presenting_tanlines, revealing_tanlines, shirt_tan, shorts_tan"
tanuki_costume,animal_costume
tape,"dilation_tape, duct_tape, tape_bondage, tape_gag, tape_maebari, tape_on_nipples"
tape_bondage,"bound, tape"
tape_censor,censored
tape_gag,"improvised_gag, tape"
tape_on_nipples,"nipples, pasties, tape"
tapir_ears,animal_ears
tarot,"death_(tarot), tarot_(medium), tarot_card, the_emperor_(tarot), the_empress_(tarot), the_fool_(tarot), the_hanged_man_(tarot), the_hermit_(tarot), the_high_priestess_(tarot), the_lovers_(tarot), the_magician_(tarot), the_moon_(tarot), the_star_(tarot), the_sun_(tarot), wheel_of_fortune_(tarot)"
tarot_(medium),"card_(medium), tarot"
tarot_card,"card, tarot"
tarot_set,tarot
tart_(food),"food, fruit_tart"
tassel,"flute_tassel, neck_tassel, tassel_earrings, tassel_hair_ornament, weapon_tassel"
tassel_earrings,"earrings, tassel"
tassel_hair_ornament,"hair_ornament, tassel"
tate_eboshi,hat
tattoo,"arm_tattoo, ass_tattoo, back_tattoo, barcode_tattoo, breast_tattoo, butterfly_tattoo, cheek_tattoo, chest_tattoo, cloud_tattoo, cross_tattoo, dragon_tattoo, eye_tattoo, facial_tattoo, finger_tattoo, flower_tattoo, forehead_tattoo, full-body_tattoo, glowing_tattoo, hair_tattoo, hand_tattoo, heart_tattoo, hip_tattoo, leg_tattoo, neck_tattoo, number_tattoo, pubic_tattoo, shoulder_tattoo, skull_tattoo, snake_tattoo, spade_tattoo, spider_tattoo, star_tattoo, stomach_tattoo, sun_tattoo, teardrop_tattoo, tribal_tattoo, winged_heart_tattoo"
tattoo_sleeve,tattoo
taur,"arachne, centaur, centauroid"
taut_bodysuit,"bodysuit, taut_clothes"
taut_clothes,"taut_bodysuit, taut_dress, taut_pants, taut_shirt, taut_shorts, taut_skirt, taut_sweater, taut_swimsuit, taut_vest"
taut_dress,"dress, taut_clothes"
taut_pants,"pants, taut_clothes"
taut_shirt,"shirt, taut_clothes"
taut_shorts,"shorts, taut_clothes"
taut_skirt,"skirt, taut_clothes"
taut_sweater,"sweater, taut_clothes"
taut_swimsuit,"swimsuit, taut_clothes"
taut_vest,"taut_clothes, vest"
tea,"black_tea, green_tea"
team_rocket,team_rocket_uniform
teamwork_(sexual),"cooperative_breast_smother, cooperative_buttjob, cooperative_fellatio, cooperative_fingering, cooperative_footjob, cooperative_hairjob, cooperative_handjob, cooperative_paizuri, cooperative_pussyjob"
teapot,"glass_teapot, holding_teapot, long_spout_teapot, side_handle_teapot"
tearing_clothes,torn_clothes
tears,"crying_with_eyes_open, happy_tears, streaming_tears, tears_from_one_eye, wiping_tears"
tears_of_the_tarnished_blood_(e.g.o),e.g.o_(project_moon)
teeth,"brushing_teeth, buck_teeth, colored_teeth, grid_teeth, round_teeth, sharp_teeth, lower_teeth_only, upper_teeth_only, blood_on_teeth, clenched_teeth, realistic_teeth"
telepole_(e.g.o),e.g.o_(project_moon)
temperance_(tarot),tarot
tempura,"food, shrimp_tempura"
tennis_racket,"racket, holding_tennis_racket"
tentacle_on_penis,"penis, tentacles"
tentacles,"consensual_tentacles, grabbed_by_tentacles, grabbing_tentacle, licking_tentacle, penis_tentacle, tentacle_around_neck, tentacle_masturbation, tentacle_on_penis, tentacle_pit, tentacle_sex, tentacle_with_hand, tentacles_as_hands, tentacles_on_male, tentacles_under_clothes"
test_tube,"tube, holding_test_tube"
testicle_tattoo,tattoo
testicles,"bouncing_testicles, caressing_testicles, covered_testicles, gigantic_testicles, huge_testicles, large_testicles, lipstick_mark_on_testicles, no_testicles, biting_testicles, licking_testicle, penis_and_testicles_touching, sagging_testicles, small_testicles, squeezing_testicles, testicle_peek, testicles_on_face, testicles_touching, veiny_testicles"
texas_flag_bikini,flag_print_bikini
text-only_page,text_focus
